Team,Name,Torneo,Goals,Succ. dribbles,Tackles,Assists,Accurate passes %,Big chances missed,Total shots,Goal conversion %,Interceptions,Clearances,Errors leading to goal,Big chances created,Accurate passes,Key passes,Saves,Clean sheet,Penalties saved,Saves from inside box,Runs out
Unión Magdalena,Isaac Camargo,Clausura 2023B,2.0,10.0,1.0,2.0,84.83,2.0,18.0,11.11,1.0,2.0,0.0,0.0,123.0,9.0,,,,,
Unión Magdalena,Isaac Camargo,Apertura 2023A,7.0,4.0,3.0,1.0,77.65,2.0,32.0,21.88,1.0,3.0,0.0,1.0,139.0,8.0,,,,,
Deportivo Pasto,Israel Alba,Apertura 2025A,2.0,2.0,4.0,1.0,61.34,0.0,10.0,20.0,8.0,15.0,0.0,1.0,119.0,5.0,,,,,
Deportivo Pasto,Israel Alba,Clausura 2024B,2.0,4.0,17.0,0.0,70.23,1.0,22.0,9.09,12.0,33.0,0.0,1.0,394.0,20.0,,,,,
Deportivo Pasto,Israel Alba,Apertura 2024A,2.0,11.0,20.0,2.0,69.75,0.0,23.0,8.7,13.0,30.0,0.0,5.0,332.0,18.0,,,,,
Deportivo Pasto,Israel Alba,Clausura 2023B,0.0,13.0,18.0,1.0,64.83,0.0,13.0,0.0,11.0,37.0,0.0,3.0,317.0,25.0,,,,,
Millonarios,Israel Alba,Apertura 2023A,1.0,3.0,9.0,0.0,72.37,0.0,6.0,16.67,6.0,14.0,0.0,0.0,220.0,5.0,,,,,
Independiente Santa Fe,Ivan Scarpeta,Apertura 2025A,1.0,0.0,4.0,0.0,74.76,0.0,2.0,50.0,3.0,17.0,0.0,0.0,77.0,1.0,,,,,
Independiente Santa Fe,Ivan Scarpeta,Clausura 2024B,1.0,2.0,9.0,1.0,81.7,0.0,7.0,14.29,10.0,43.0,0.0,1.0,424.0,4.0,,,,,
Independiente Santa Fe,Ivan Scarpeta,Apertura 2024A,0.0,0.0,9.0,0.0,75.33,0.0,3.0,0.0,4.0,27.0,0.0,0.0,171.0,0.0,,,,,
Independiente Santa Fe,Ivan Scarpeta,Clausura 2023B,1.0,2.0,11.0,0.0,78.26,0.0,12.0,8.33,18.0,62.0,0.0,0.0,432.0,3.0,,,,,
Junior Barranquilla,Ivan Scarpeta,Apertura 2023A,0.0,2.0,16.0,0.0,83.99,0.0,6.0,0.0,29.0,50.0,1.0,0.0,509.0,1.0,,,,,
Envigado FC,Ivo Kestler,Apertura 2023A,0.0,3.0,4.0,0.0,73.39,0.0,6.0,0.0,1.0,2.0,0.0,1.0,80.0,5.0,,,,,
Fortaleza CEIF,Iván Anderson,Clausura 2024B,0.0,10.0,11.0,2.0,80.87,1.0,10.0,0.0,6.0,13.0,0.0,2.0,241.0,10.0,,,,,
Fortaleza CEIF,Iván Anderson,Apertura 2024A,0.0,1.0,10.0,0.0,70.37,2.0,14.0,0.0,4.0,8.0,0.0,0.0,114.0,4.0,,,,,
Millonarios,Iván Arboleda,Apertura 2025A,0.0,0.0,0.0,0.0,64.71,0.0,0.0,0.0,0.0,3.0,1.0,0.0,11.0,0.0,6.0,0.0,0.0,3.0,0.0
Millonarios,Iván Arboleda,Clausura 2024B,0.0,0.0,0.0,0.0,62.82,0.0,0.0,0.0,0.0,3.0,0.0,0.0,49.0,0.0,16.0,1.0,0.0,5.0,3.0
Patriotas Boyacá,Iván Rivas,Apertura 2024A,1.0,1.0,10.0,0.0,81.34,5.0,19.0,5.26,0.0,12.0,0.0,0.0,170.0,5.0,,,,,
Once Caldas,Iván Rojas,Apertura 2025A,0.0,0.0,4.0,1.0,86.45,0.0,3.0,0.0,3.0,9.0,0.0,1.0,185.0,8.0,,,,,
Once Caldas,Iván Rojas,Clausura 2024B,1.0,1.0,16.0,0.0,83.74,0.0,9.0,11.11,10.0,18.0,0.0,0.0,340.0,5.0,,,,,
Once Caldas,Iván Rojas,Apertura 2024A,0.0,3.0,36.0,1.0,83.51,0.0,8.0,0.0,12.0,12.0,0.0,0.0,395.0,7.0,,,,,
Independiente Santa Fe,Iván Rojas,Clausura 2023B,0.0,4.0,22.0,0.0,80.38,1.0,4.0,0.0,8.0,11.0,0.0,0.0,295.0,6.0,,,,,
Independiente Santa Fe,Iván Rojas,Apertura 2023A,1.0,2.0,36.0,2.0,78.7,1.0,11.0,9.09,19.0,15.0,0.0,0.0,436.0,12.0,,,,,
Envigado FC,Jackson Jaramillo,Clausura 2023B,0.0,2.0,4.0,0.0,62.75,0.0,4.0,0.0,0.0,1.0,0.0,0.0,32.0,1.0,,,,,
Envigado FC,Jackson Jaramillo,Apertura 2023A,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,,
Boyacá Chicó FC,Jacobo Pimentel,Apertura 2025A,0.0,2.0,7.0,0.0,78.65,0.0,8.0,0.0,1.0,1.0,0.0,0.0,70.0,4.0,,,,,
Boyacá Chicó FC,Jacobo Pimentel,Clausura 2024B,0.0,0.0,3.0,0.0,78.95,0.0,5.0,0.0,1.0,3.0,0.0,0.0,105.0,5.0,,,,,
Boyacá Chicó FC,Jacobo Pimentel,Apertura 2024A,0.0,0.0,3.0,0.0,78.82,1.0,5.0,0.0,1.0,0.0,0.0,1.0,67.0,4.0,,,,,
Boyacá Chicó FC,Jacobo Pimentel,Apertura 2023A,1.0,0.0,6.0,1.0,80.58,0.0,7.0,14.29,3.0,0.0,0.0,0.0,83.0,3.0,,,,,
Atlético Nacional,Jader Gentil,Clausura 2023B,3.0,2.0,6.0,0.0,72.15,1.0,11.0,27.27,1.0,1.0,0.0,1.0,57.0,3.0,,,,,
Atlético Nacional,Jader Gentil,Apertura 2023A,1.0,12.0,18.0,0.0,80.0,2.0,23.0,4.35,5.0,2.0,0.0,0.0,168.0,8.0,,,,,
Atlético Huila,Jader Manyoma,Clausura 2023B,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
América de Cali,Jader Quinones,Clausura 2024B,1.0,4.0,14.0,1.0,84.54,0.0,6.0,16.67,4.0,2.0,0.0,1.0,246.0,15.0,,,,,
América de Cali,Jader Quinones,Apertura 2024A,0.0,11.0,22.0,0.0,84.03,0.0,3.0,0.0,5.0,5.0,0.0,0.0,300.0,8.0,,,,,
América de Cali,Jader Quinones,Clausura 2023B,2.0,40.0,38.0,4.0,81.81,1.0,24.0,8.33,9.0,7.0,0.0,0.0,589.0,23.0,,,,,
Millonarios,Jader Valencia,Apertura 2025A,2.0,2.0,6.0,0.0,73.33,0.0,9.0,22.22,0.0,7.0,0.0,0.0,44.0,2.0,,,,,
Millonarios,Jader Valencia,Clausura 2024B,1.0,6.0,6.0,1.0,77.37,0.0,13.0,7.69,3.0,8.0,0.0,0.0,147.0,10.0,,,,,
Millonarios,Jader Valencia,Clausura 2023B,2.0,5.0,3.0,0.0,75.62,0.0,17.0,11.76,0.0,9.0,0.0,1.0,152.0,4.0,,,,,
Millonarios,Jader Valencia,Apertura 2023A,2.0,14.0,11.0,1.0,78.54,0.0,8.0,25.0,4.0,3.0,0.0,1.0,161.0,9.0,,,,,
Rionegro Águilas Doradas,Jaen Pineda,Apertura 2025A,1.0,2.0,11.0,0.0,82.99,0.0,11.0,9.09,8.0,13.0,0.0,0.0,244.0,9.0,,,,,
Rionegro Águilas Doradas,Jaen Pineda,Clausura 2024B,0.0,3.0,21.0,2.0,78.65,0.0,16.0,0.0,10.0,18.0,0.0,1.0,372.0,18.0,,,,,
Rionegro Águilas Doradas,Jaen Pineda,Apertura 2024A,0.0,9.0,19.0,0.0,81.57,0.0,15.0,0.0,5.0,5.0,1.0,0.0,416.0,6.0,,,,,
Rionegro Águilas Doradas,Jaen Pineda,Clausura 2023B,0.0,10.0,42.0,2.0,79.17,1.0,25.0,0.0,23.0,16.0,0.0,2.0,665.0,22.0,,,,,
Rionegro Águilas Doradas,Jaen Pineda,Apertura 2023A,5.0,16.0,43.0,3.0,81.32,0.0,47.0,10.64,23.0,14.0,0.0,3.0,836.0,29.0,,,,,
Damir Céter,Jaguares de Córdoba,Clausura 2024B,1.0,2.0,2.0,0.0,67.9,1.0,12.0,8.33,0.0,3.0,0.0,1.0,55.0,7.0,,,,,
Daniel Padilla,Jaguares de Córdoba,Clausura 2024B,0.0,1.0,13.0,0.0,80.19,0.0,3.0,0.0,11.0,6.0,0.0,0.0,170.0,3.0,,,,,
Darwin Andrade,Jaguares de Córdoba,Clausura 2024B,0.0,4.0,13.0,0.0,81.09,0.0,4.0,0.0,7.0,29.0,0.0,0.0,283.0,9.0,,,,,
Diego Contreras,Jaguares de Córdoba,Clausura 2024B,0.0,0.0,3.0,0.0,66.67,0.0,4.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,,,,,
Duvan Rodríguez,Jaguares de Córdoba,Clausura 2024B,0.0,14.0,7.0,2.0,84.64,0.0,15.0,0.0,4.0,2.0,0.0,2.0,281.0,14.0,,,,,
Enrique Serje,Jaguares de Córdoba,Clausura 2024B,0.0,6.0,23.0,0.0,85.64,0.0,8.0,0.0,10.0,27.0,0.0,0.0,352.0,3.0,,,,,
Geovanni Banguera,Jaguares de Córdoba,Clausura 2024B,0.0,0.0,0.0,0.0,62.17,0.0,0.0,0.0,0.0,14.0,0.0,0.0,258.0,1.0,69.0,6.0,0.0,35.0,1.0
Gustavo Britos,Jaguares de Córdoba,Clausura 2024B,0.0,0.0,1.0,0.0,71.88,2.0,8.0,0.0,1.0,4.0,0.0,0.0,23.0,0.0,,,,,
Juan Herrera,Jaguares de Córdoba,Clausura 2024B,0.0,21.0,8.0,0.0,79.4,1.0,38.0,0.0,6.0,13.0,0.0,1.0,293.0,21.0,,,,,
Juan Rodríguez,Jaguares de Córdoba,Clausura 2024B,0.0,5.0,10.0,1.0,83.74,0.0,7.0,0.0,5.0,10.0,0.0,1.0,381.0,12.0,,,,,
Julian Anaya,Jaguares de Córdoba,Clausura 2024B,2.0,0.0,5.0,0.0,80.47,0.0,3.0,66.67,1.0,16.0,0.0,0.0,136.0,0.0,,,,,
Jáder Maza,Jaguares de Córdoba,Clausura 2024B,1.0,14.0,10.0,0.0,79.76,0.0,22.0,4.55,18.0,29.0,1.0,0.0,339.0,13.0,,,,,
Kahiser Lenis,Jaguares de Córdoba,Clausura 2024B,0.0,16.0,7.0,0.0,73.37,0.0,19.0,0.0,4.0,2.0,0.0,1.0,135.0,8.0,,,,,
Kevin Salazar,Jaguares de Córdoba,Clausura 2024B,0.0,9.0,3.0,0.0,79.71,0.0,5.0,0.0,2.0,1.0,0.0,0.0,110.0,6.0,,,,,
Lucas Correa,Jaguares de Córdoba,Clausura 2024B,0.0,2.0,18.0,1.0,79.57,1.0,10.0,0.0,9.0,41.0,0.0,1.0,374.0,2.0,,,,,
Pablo Rojas,Jaguares de Córdoba,Clausura 2024B,0.0,1.0,6.0,0.0,79.63,1.0,19.0,0.0,2.0,8.0,0.0,1.0,258.0,28.0,,,,,
Santiago Guzmán,Jaguares de Córdoba,Clausura 2024B,0.0,2.0,15.0,0.0,81.23,0.0,2.0,0.0,3.0,14.0,1.0,0.0,316.0,8.0,,,,,
Wilson Morelo,Jaguares de Córdoba,Clausura 2024B,2.0,4.0,2.0,0.0,77.78,1.0,14.0,14.29,0.0,2.0,0.0,0.0,182.0,9.0,,,,,
Yilson Mosquera,Jaguares de Córdoba,Clausura 2024B,1.0,1.0,5.0,0.0,78.01,0.0,8.0,12.5,4.0,20.0,0.0,0.0,149.0,1.0,,,,,
Yoiver González,Jaguares de Córdoba,Clausura 2024B,0.0,0.0,3.0,1.0,83.92,2.0,2.0,0.0,1.0,9.0,0.0,0.0,120.0,1.0,,,,,
